relation_id,implementation_id,mechanism_id,relation,evidence_basis,claim_class,notes
IM-001,I-001,M-01,Mitigates / observes,Project — confirmatory mechanism,Established — project mechanism,Rule-based v0.3 mapping; review during publication freeze.
IM-455,I-107,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-456,I-107,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-457,I-108,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-458,I-108,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-459,I-108,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-460,I-109,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-461,I-109,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-462,I-109,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-463,I-110,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-464,I-110,M-04,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-465,I-110,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-466,I-110,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-467,I-110,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-468,I-111,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-469,I-111,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-470,I-111,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-471,I-111,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-472,I-111,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-473,I-112,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-474,I-112,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-475,I-112,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-476,I-112,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-477,I-113,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-478,I-113,M-09,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-479,I-113,M-10,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-480,I-113,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-481,I-113,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-482,I-114,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-483,I-114,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-484,I-114,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-485,I-114,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-486,I-115,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-487,I-115,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-488,I-115,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-489,I-115,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-490,I-116,M-04,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-491,I-116,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-492,I-116,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-493,I-116,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-494,I-116,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-495,I-117,M-02,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-496,I-117,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-497,I-117,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-498,I-117,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-499,I-117,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-500,I-118,M-06,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-501,I-118,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-502,I-118,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-503,I-118,M-15,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-504,I-118,M-16,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-505,I-119,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-506,I-119,M-08,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-507,I-119,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-508,I-119,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-509,I-119,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-510,I-120,M-02,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-511,I-120,M-05,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-512,I-120,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-513,I-120,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-514,I-120,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-515,I-121,M-01,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-516,I-121,M-03,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-517,I-121,M-12,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-518,I-121,M-13,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
IM-519,I-121,M-14,Mitigates / observes,Analytical crosswalk,Strong inference,Rule-based v0.3 mapping; review during publication freeze.
