claim_id,atomic_claim,claim_type,evidence_origin,endpoint,epistemic_status,directness,claim_status,as_of_date,notes
CLM-0166,On-air and political-file disclosure of AI-generated content in broadcast political ads targets Require radio and television political ads using AI-generated content to carry an on-air notice and a written disclosure in the station's political file. at Campaign → synthetic broadcast ad → mass audience → false authenticity belief → agency transfer to advertiser → electoral influence.; expected agency domain: Epistemic; Evaluative.,Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0167,Indirect / mixed. Expected effect if the control works: Would make synthetic content visible in legacy mass media and create an inspectable record.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0168,"Platform duty to remove or label materially deceptive election deepfakes during a defined election window targets California AB 2655 required large platforms to block specified deceptive election content or label it, provide reporting channels and respond within short timeframes. at AI creator → viral candidate or election deepfake → voter → false belief → agency transfer to creator → electoral harm; platform action attempts to stop distribution.; expected agency domain: Epistemic; Decisional; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0169,Indirect / mixed. Expected effect if the control works: The intended effect was rapid reduction of deceptive synthetic reach; the actual contribution is a warning that broad platform-liability designs can collapse under intermediary-liability and speech law.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0170,"As of 2026-08-11, End-to-end cryptographic provenance and interoperable Content Credentials is coded Voluntary / private / Operational voluntary. Scope: C2PA 2.2 published May 2025; adoption expanding but incomplete",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0171,"End-to-end cryptographic provenance and interoperable Content Credentials targets Bind signed assertions about origin and edit history to media, preserve or recover credentials across transformations, and display provenance at consumption. at Creator or model → media asset → platform and voter → uncertainty about source and edits → exploitable trust asymmetry; provenance restores verifiable history and contestability.; expected agency domain: Epistemic; Decisional; Relational.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0172,"Indirect / mixed. Expected effect if the control works: Authenticates known-good media and carries origin information across the supply chain, stronger than unreliable deepfake detection alone.",Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0173,"As of 2026-08-11, Election-specific human-rights risk assessment for digital platforms is coded Voluntary / private / Operational voluntary. Scope: Published and being used in implementation initiatives",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0174,"Election-specific human-rights risk assessment for digital platforms targets Require or encourage platforms to perform an election-cycle risk assessment, engage election administrators and civil society, assess design changes and take enhanced measures during elections and crises. at Platform product decision → altered amplification or access → electoral public → rights and agency effects → power concentration; assessment inserts rights review before deployment.; expected agency domain: Attentional; Decisional; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0175,Indirect / mixed. Expected effect if the control works: Offers a rights-based baseline for countries without a DSA-style regime and frames elections as a heightened-risk period.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0176,"As of 2026-08-11, Political-party code for ethical digital campaigning and AI use is coded Voluntary / private / Partial / verify. Scope: Signed by European political parties in 2024; model available for national adaptation",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0177,"Political-party code for ethical digital campaigning and AI use targets Secure public commitments by parties not to create, use or disseminate deceptive synthetic content or manipulative campaign techniques, to label AI use, protect cybersecurity and disclose campaign practices. at Party or campaign → AI-enabled content or targeting → electorate → preference or trust change → agency transfer to campaign → electoral advantage; party commitments constrain the controller directly.; expected agency domain: Evaluative; Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0178,Indirect / mixed. Expected effect if the control works: Reaches party behaviour that platform rules cannot fully observe and establishes a public norm against agency-undermining tactics.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0179,"As of 2026-08-11, Forwarding limits and forwarded-message friction in encrypted messaging is coded Voluntary / private / Operational voluntary. Scope: Operational",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0180,"Forwarding limits and forwarded-message friction in encrypted messaging targets Limit forwarding to five chats and restrict already or highly forwarded messages to one chat at a time, while attaching forwarded labels. at Campaign network → encrypted mass forwarding → trusted peer groups → belief and mobilisation change → agency transfer to network organiser → concentrated hidden reach.; expected agency domain: Epistemic; Attentional; Relational.",Mechanism,Normative proposal,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0181,Field / operational component evidence. Expected effect if the control works: Adds cost and time to viral distribution without breaking end-to-end encryption or reading message content.,Control effectiveness,Normative proposal,Control effectiveness,Established evidence,Direct,Active,2026-08-11,Do not upgrade this claim from Established evidence because a legal duty or risk mechanism exists.
CLM-0182,"As of 2026-08-11, Technique-based prebunking and election media literacy is coded Voluntary / private / Partial / verify. Scope: Field-tested and deployed; not universally institutionalised",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0183,"Technique-based prebunking and election media literacy targets Expose voters in advance to short examples of manipulation techniques such as emotional manipulation, false dichotomies, scapegoating, incoherence and impersonation so they recognise tactics before encountering campaign content. at Manipulative content → voter cognitive vulnerability → belief or sharing change → agency transfer to persuader; prebunking strengthens reflective recognition before exposure.; expected agency domain: Epistemic; Evaluative; Decisional; Collective / institutional.",Mechanism,External empirical,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0184,Field / operational component evidence. Expected effect if the control works: Targets manipulation mechanisms rather than partisan truth adjudication and therefore better preserves pluralism and reflective agency.,Control effectiveness,External empirical,Control effectiveness,Established evidence,Direct,Active,2026-08-11,Do not upgrade this claim from Established evidence because a legal duty or risk mechanism exists.
CLM-0185,"As of 2026-08-11, Platform political-ad authorisation, archive, AI disclosure and final-week ad freeze is coded Voluntary / private / Operational voluntary. Scope: Operational for 2026 US midterms; EU political ads discontinued by Meta in October 2025",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0186,"Platform political-ad authorisation, archive, AI disclosure and final-week ad freeze targets Verify political advertisers, archive ads, require self-disclosure for realistic AI-created or altered political ads, add labels and bar new US political ads during the final week when rebuttal time is short. at Advertiser → paid microtargeted synthetic ad → selected voter → deceptive belief with little rebuttal time → agency transfer to advertiser and platform → electoral harm.; expected agency domain: Epistemic; Evaluative; Decisional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0187,Indirect / mixed. Expected effect if the control works: Raises source accountability and reduces last-minute paid deception on Meta services.,Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0188,"As of 2026-08-11, Explicit, prominent and accessible disclosure of synthetic election content and the technology used is coded Binding / Applicable. Scope: Binding for the 2026 general election; campaign starts 2026-08-16",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0189,"Explicit, prominent and accessible disclosure of synthetic election content and the technology used targets Require election propaganda containing significantly AI-generated or altered text, audio, image or video to disclose fabrication or manipulation in a modality-specific form, including audio notices, watermark and audio description. at Campaign or supporter → synthetic political content → voter → mistaken authenticity → belief or preference change → agency transfer to content controller → electoral advantage.; expected agency domain: Epistemic; Evaluative; Decisional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0190,None — legal existence only. Expected effect if the control works: Preserves source awareness without banning benign uses of AI and creates a clear enforcement hook.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0191,"As of 2026-08-11, Ban on electoral deepfakes used to favour or harm a candidacy is coded Binding / Applicable. Scope: In force for 2026",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0192,"Ban on electoral deepfakes used to favour or harm a candidacy targets Prohibit synthetic audio or video that creates, substitutes or alters the image or voice of a real, deceased or fictional person to favour or harm a candidacy, even with authorisation; violations can constitute abuse of power and misuse of media. at Campaign or proxy → deepfake → electorate → false candidate belief or reputational shock → agency transfer to fabricator → distorted electoral choice.; expected agency domain: Epistemic; Decisional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0193,None — legal existence only. Expected effect if the control works: Directly targets candidate impersonation with consequences stronger than a label.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0194,"As of 2026-08-11, Ban on chatbots or avatars simulating conversation with a candidate or real person is coded Binding / Applicable. Scope: In force for 2026",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0195,"Ban on chatbots or avatars simulating conversation with a candidate or real person targets Permit campaign chatbots, avatars and synthetic intermediaries only with disclosure and prohibit simulation of direct interlocution with a candidate or another real person. at Campaign-controlled agent → simulated candidate intimacy → voter → trust, dependency or preference change → agency transfer to campaign → concentrated relational influence.; expected agency domain: Evaluative; Decisional; Executive; Relational.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0196,None — legal existence only. Expected effect if the control works: Prevents campaigns from manufacturing false personal relationships or apparent direct candidate commitments at scale.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0197,"As of 2026-08-11, 72-hour pre-vote and 24-hour post-vote blackout for new synthetic candidate or public-figure content is coded Binding / Applicable. Scope: New and binding for the 4 October 2026 first round and possible 25 October second round",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0198,"72-hour pre-vote and 24-hour post-vote blackout for new synthetic candidate or public-figure content targets Prohibit publication, republication and paid boosting of new AI-generated or altered content using a candidate's or public figure's image, voice or manifestation during the defined window, even if labelled. at Late synthetic release → high-velocity platforms → voters with no rebuttal time → belief or turnout shock → temporary agency capture → electoral or legitimacy harm.; expected agency domain: Epistemic; Decisional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0199,"None — legal existence only. Expected effect if the control works: Creates a quiet period for the exact late-breaker mechanism seen in Slovakia, Ireland and Buenos Aires.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0200,"As of 2026-08-11, Electoral anti-favoritism rule for covered AI systems is coded Binding — limited scope / Applicable. Scope: Brazilian electoral anti-favoritism rule for covered AI systems; not comprehensive neutrality.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0201,"Electoral anti-favoritism rule for covered AI systems targets Prohibit covered AI systems from ranking, recommending or prioritizing electoral actors, expressing electoral preference, recommending a vote, or directly or indirectly favoring or disfavoring them. at AI provider or model controller → assistant answer or ranking → voter delegation and trust → voting preference or decision → agency transfer to AI controller → extreme concentration of electoral influence.; expected agency domain: Attentional; Evaluative; Decisional; Relational; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0202,"None — legal existence only. Expected effect if the control works: Directly targets agency transfer through assistants and recommendation, going beyond content labels and ad transparency.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0203,"As of 2026-08-11, Platform election-impact assessments, recommender-system mitigation and result transparency is coded Binding / Applicable. Scope: In force for 2026",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0204,"Platform election-impact assessments, recommender-system mitigation and result transparency targets Require platforms carrying political-electoral content to publish and implement measures against demonstrably false or severely decontextualised election content, improve recommendation systems, report results and conduct an election-year impact assessment including gendered political violence. at Platform ranking and monetisation → amplified manipulative content → voters and candidates → attention, trust and participation effects → agency transfer to platform and network controllers → democratic harm.; expected agency domain: Epistemic; Attentional; Evaluative; Decisional; Relational; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0205,None — legal existence only. Expected effect if the control works: Shifts responsibility from notice-and-takedown to the platform's recommendation and product architecture.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0206,"As of 2026-08-11, Immediate de-amplification, evidence preservation and narrowly bounded corrective promotion is coded Binding — limited scope / Applicable. Scope: Narrow corrective-promotion remedy for irregularly boosted notably false or gravely decontextualized content.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0207,"Immediate de-amplification, evidence preservation and narrowly bounded corrective promotion targets Require covered platforms to stop unlawful boosting or access, investigate involved accounts and preserve evidence; a same-form-and-reach corrective order is limited to false or severely decontextualised content that was irregularly boosted. at Manipulative incident → paid or algorithmic amplification → voter exposure → belief or trust change → agency transfer; de-amplification stops the vector and symmetric correction targets the affected audience.; expected agency domain: Epistemic; Attentional; Evaluative; Decisional; Relational; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0208,"None — legal existence only. Expected effect if the control works: Targets both distribution and residual false belief, and preserves evidence about coordinated accounts.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0209,"As of 2026-08-11, Mandatory platform election-integrity compliance plans with measurable indicators is coded Binding — limited scope / Applicable. Scope: Ordinarily covers services above five million monthly active users in Brazil; plans due 2026-08-16, reports 2026-12-19.",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0210,"Mandatory platform election-integrity compliance plans with measurable indicators targets Require covered platforms to translate each electoral duty into concrete measures, baselines, measurable indicators, deadlines, expected results, impact assessment, evidence preservation, TSE channels and public/supervisory reporting. at Broad legal duties → vague platform promises → unmeasured safeguards → persistent agency transfer; measurable plans create ex ante accountability and enforcement hooks.; expected agency domain: Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0211,"None — legal existence only. Expected effect if the control works: Can turn qualitative platform assurances into a comparable, time-bound control register before October.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0212,"As of 2026-08-11, Verified political boosting, public repositories and platform AI-declaration fields is coded Binding / Applicable. Scope: In force for 2026",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0213,"Verified political boosting, public repositories and platform AI-declaration fields targets Allow paid political boosting only through recognised providers and authorised political actors, require unequivocal identification and a public repository of boosting data, and require a specific field for advertisers to declare AI use. at Campaign or proxy → paid amplification → selected voters → attention and preference change → agency transfer → concentrated spending power; verification and repositories expose the transaction.; expected agency domain: Attentional; Evaluative; Decisional; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0214,"None — legal existence only. Expected effect if the control works: Links sponsor, spend, reach and synthetic-content declaration at the point of paid distribution.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0215,"As of 2026-08-11, CIEDDE-SIADE integrated election-disinformation alert and coordination system is coded Voluntary / private / Operational voluntary. Scope: Operational and expanded through July 2026 agreements with major platforms",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0216,"CIEDDE-SIADE integrated election-disinformation alert and coordination system targets Provide an anonymous public reporting channel; triage false, misleading or decontextualised election-integrity content; send platform-policy cases to designated platform channels and possible crimes or administrative offences to competent authorities; coordinate TSE, prosecutors, justice, police, telecom regulators and private services. at Cross-platform incident → dispersed citizen and institutional signals → delayed action → trust or turnout harm → agency transfer; a common hub consolidates evidence and routes response.; expected agency domain: Epistemic; Relational; Collective / institutional.",Mechanism,Normative proposal,Mechanism / agency,Plausible hypothesis,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0217,"Indirect / mixed. Expected effect if the control works: Creates a real-time bridge between public detection, authoritative verification, platform action and judicial or criminal escalation.",Control effectiveness,Normative proposal,Control effectiveness,Strong inference,Indirect,Active,2026-08-11,Do not upgrade this claim from Strong inference because a legal duty or risk mechanism exists.
CLM-0218,"As of 2026-08-11, Ban on telemarketing and non-consensual mass messaging for electoral propaganda is coded Binding / Applicable. Scope: In force for 2026",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0219,Ban on telemarketing and non-consensual mass messaging for electoral propaganda targets Prohibit electoral telemarketing at any time and coordinated mass sending of instant messages without recipient consent or through tools and services that violate the messaging provider's terms; prohibit sale of phone-number lists for mass sends. at Campaign or contractor → purchased contact lists and automation → private trusted channel → repeated personalised pressure → agency transfer to sender → hidden mass influence.; expected agency domain: Executive; Relational.,Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0220,None — legal existence only. Expected effect if the control works: Targets the mass-personalisation and consent asymmetry that made WhatsApp a powerful hidden influence vector.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0221,"As of 2026-08-11, Electoral data-protection duties for profiling and microtargeting is coded Binding / Applicable. Scope: Binding and applicable to 2026 campaigns",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0222,"Electoral data-protection duties for profiling and microtargeting targets Require legal basis, purpose limitation, access and rights information, records of processing, security and incident reporting; make profiling for electoral microtargeting transparent; require specific, express and prominent consent for sensitive data and public high-risk impact reports when requested. at Campaign, broker or community data holder → intimate or sensitive voter profile → tailored content or contact → vulnerability exploitation → agency transfer to campaign → concentrated informational power.; expected agency domain: Epistemic; Evaluative; Decisional; Executive; Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0223,"None — legal existence only. Expected effect if the control works: Constrains Cambridge Analytica-style collection, community-data transfer and vulnerability microtargeting, while creating records for later investigation.",Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0224,"As of 2026-08-11, Prohibit materially harmful AI manipulation and exploitation is coded Binding / Applicable. Scope: Existing law; Article 5 prohibitions apply since 2 February 2025",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0225,"Prohibit materially harmful AI manipulation and exploitation targets Ban AI systems using subliminal, purposefully manipulative or deceptive techniques, or exploiting specified vulnerabilities, where behavior is materially distorted and significant harm results or is likely. at Adaptive AI → provider or deployer → covert manipulation → person or group → impaired informed choice → agency transferred to deployer → concentrated influence → autonomy and democratic harm.; expected agency domain: Evaluative; Decisional; Executive; Collective / institutional.",Mechanism,Legal / operational precedent,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0226,None — legal existence only. Expected effect if the control works: Creates a hard boundary for the clearest forms of manipulative AI.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0227,"As of 2026-08-11, Require a non-profiling recommender option is coded Binding / Applicable. Scope: Existing law in application",Legal status / scope,Legal / operational precedent,Legal existence,Established evidence,Direct,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0228,Require a non-profiling recommender option targets Require VLOPs and VLOSEs to offer at least one recommender option not based on GDPR profiling. at Profiling capability → platform → personalized ranking → citizen → altered attention and salience → agenda-setting agency transfers to platform → epistemic power concentrates → pluralism declines.; expected agency domain: Epistemic; Attentional.,Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0229,None — legal existence only. Expected effect if the control works: Creates a route out of personalized attention steering.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0230,"As of 2026-08-11, Apply purpose limitation, minimization, access, correction, erasure and DPIAs to assistant memory is coded Binding / Applicable. Scope: Existing law",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0231,"Apply purpose limitation, minimization, access, correction, erasure and DPIAs to assistant memory targets Treat stored conversations, profiles, inferred preferences and memory as accountable personal-data processing. at Persistent memory → assistant provider → intimate profiling → user → prediction and preference shaping → informational agency shifts to provider → asymmetric knowledge concentrates → manipulation and dependency risks rise.; expected agency domain: Epistemic; Evaluative; Executive; Relational.",Mechanism,Legal / operational precedent,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0232,Direct component evidence. Expected effect if the control works: Limits the informational substrate for intimate and longitudinal manipulation.,Control effectiveness,Legal / operational precedent,Control effectiveness,Established evidence,Direct,Active,2026-08-11,Do not upgrade this claim from Established evidence because a legal duty or risk mechanism exists.
CLM-0233,"As of 2026-08-11, Apply limited GDPR portability and automated-decision rights; prototype functional assistant exit is coded Binding / Applicable. Scope: Existing law",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0234,Apply limited GDPR portability and automated-decision rights; prototype functional assistant exit targets Allow users to receive personal data they provided in portable form and challenge qualifying solely automated decisions with legal or similarly significant effects; separately test portability of derived assistant state. at Agent integration → provider → accumulated context and automated judgment → user → switching cost or consequential outcome → dependency transfers agency to provider → lock-in concentrates power → accountability falls.; expected agency domain: Decisional; Executive; Relational.,Mechanism,Legal / operational precedent,Human immediate outcome,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0235,"Direct component evidence. Expected effect if the control works: Provides partial exit, review and redress rights.",Control effectiveness,Legal / operational precedent,Control effectiveness,Established evidence,Direct,Active,2026-08-11,Do not upgrade this claim from Established evidence because a legal duty or risk mechanism exists.
CLM-0236,"As of 2026-08-11, Mandate operating-system interoperability for rival AI assistants is coded Binding / Applicable. Scope: Binding Commission decision adopted 16 July 2026",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0237,"Mandate operating-system interoperability for rival AI assistants targets Give competing AI services access to Android features on equivalent terms to the gatekeeper's own AI. at OS control → gatekeeper → privileged invocation, context and device functions → users → default dependence → agency and distribution shift to gatekeeper → assistant market concentrates → choice and pluralism weaken.; expected agency domain: Decisional; Relational.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0238,None — legal existence only. Expected effect if the control works: Directly lowers technical foreclosure of rival assistants.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0239,"As of 2026-08-11, Remove cloud switching barriers and require interoperability is coded Binding / Applicable. Scope: Existing law in application",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0240,Remove cloud switching barriers and require interoperability targets Impose contractual and technical duties supporting switching between data-processing services and progressively removing switching charges. at Cloud dependence → infrastructure provider → proprietary services and egress barriers → firm or government → inability to exit → institutional agency shifts to vendor → infrastructure power concentrates → resilience declines.; expected agency domain: Relational; Collective / institutional.,Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0241,None — legal existence only. Expected effect if the control works: Reduces a major source of vendor lock-in underneath AI systems.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0242,"As of 2026-08-11, Require fundamental-rights impact assessment before specified public or public-service AI deployment is coded Binding — phased / Enacted / not yet applicable. Scope: Binding duty enacted; general Annex III applicability scheduled for 2027-12-02 under the amended timetable",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
CLM-0243,"Require fundamental-rights impact assessment before specified public or public-service AI deployment targets Require affected groups, risks, oversight and mitigation to be assessed before deploying covered high-risk AI. at High-risk AI → public authority or service provider → automated assessment → citizen → changed entitlement, opportunity or treatment → administrative agency shifts to system and vendor → institutional control concentrates → rights and legitimacy suffer.; expected agency domain: Collective / institutional.",Mechanism,Legal / operational precedent,Mechanism / agency,Established evidence,Conditional,Active,2026-08-11,Mechanism claim is distinct from evidence that the control works.
CLM-0244,None — legal existence only. Expected effect if the control works: Creates a formal gate before consequential institutional deployment.,Control effectiveness,Legal / operational precedent,Control effectiveness,Open question,None,Active,2026-08-11,Do not upgrade this claim from Open question because a legal duty or risk mechanism exists.
CLM-0245,"As of 2026-08-11, Provide complaints, investigation and remedial routes under the AI Act is coded Binding / Applicable. Scope: Existing law; EU complaint tool launched in 2026",Legal status / scope,Legal / operational precedent,Legal existence,Strong inference,Indirect,Active,2026-08-11,Legal status never implies control effectiveness.
